date,type,category,index
01/09/2022,input,compound_feedingstuffs_for_sheep,183.9604126
01/09/2022,input,maintenance_of_materials,126.1184376
01/09/2022,input,maintenance_of_buildings,160.15996
01/09/2022,input,other_goods_and_services,123.000963
01/09/2022,input,goods_and_services_contributing_to_investment,136.0733746
01/09/2022,input,materials,127.4413635
01/09/2022,input,machinery_and_other_equipment,133.7331851
01/09/2022,input,plant_and_machinery_for_cultivation,142.6237706
01/09/2022,input,farm_machinery_and_installations,100.9418261
01/09/2022,input,transport_equipment,122.4934507
01/09/2022,input,tractors,121.9
01/09/2022,input,other_vehicles,124.1635688
01/09/2022,input,buildings,155.6922793
01/08/2022,output,all_agricultural_outputs,160.9526102
01/08/2022,output,crop_products,173.6520948
01/08/2022,output,cereals,223.0275346
01/08/2022,output,wheat,217.9221521
01/08/2022,output,wheat_feeding,228.6395477
01/08/2022,output,wheat_breadmaking,206.8476699
01/08/2022,output,wheat_other_milling,211.6736969
01/08/2022,output,barley,231.2632108
01/08/2022,output,barley_feeding,218.6770371
01/08/2022,output,barley_malting,245.1565157
01/08/2022,output,oats,199.3399753
01/08/2022,output,oats_milling,200.6364846
01/08/2022,output,oats_feeding,209.0096392
01/08/2022,output,potatoes,138.1868325
01/08/2022,output,industrial_crops,207.2729289
01/08/2022,output,oilseed_rape_non_set_aside,224.6026365
01/08/2022,output,sugar_beet,104.7964029
01/08/2022,output,forage_plants,137.9642192
01/08/2022,output,straw,137.9642192
01/08/2022,output,fresh_vegetables,164.8123608
01/08/2022,output,cauliflowers,192.4724947
01/08/2022,output,tomatoes,119.7733431
01/08/2022,output,cabbages,194.4830211
01/08/2022,output,lettuce,177.5619407
01/08/2022,output,carrots,151.716895
01/08/2022,output,onions,149.2909883
01/08/2022,output,beans_green,232.5639337
01/08/2022,output,mushrooms,95.12748465
01/08/2022,output,fresh_fruit,108.247274
01/08/2022,output,dessert_apples,175.600702
01/08/2022,output,cooking_apples,277.8483644
01/08/2022,output,dessert_pears,105.3288556
01/08/2022,output,strawberries,86.00260263
01/08/2022,output,raspberries,80.01174675
01/08/2022,output,flowers_and_plants,111.456508
01/08/2022,output,other_crop_products,100
01/08/2022,output,animals_and_animal_products,150.6516082
01/08/2022,output,animals_for_slaughter_export,132.3694996
01/08/2022,output,cattle_and_calves,134.39177
01/08/2022,output,cattle_clean,130.1046391
01/08/2022,output,cows_and_bulls,159.2230941
01/08/2022,output,calves,85.56096693
01/08/2022,output,pigs,150.3822048
01/08/2022,output,pigs_clean,150.7233103
01/08/2022,output,sows_and_boars,133.5443163
01/08/2022,output,sheep_and_lambs,140.4660911
01/08/2022,output,sheep_and_lambs_clean,142.6747602
01/08/2022,output,ewes_and_rams,120.1091963
01/08/2022,output,all_poultry,114.8975541
01/08/2022,output,chickens,114.4528097
01/08/2022,output,turkeys,120.6959524
01/08/2022,output,animal_products,178.0757981
01/08/2022,output,milk,192.2110697
01/08/2022,output,eggs,106.7160242
01/08/2022,output,intensive_eggs,112.0889036
01/08/2022,output,free_range_eggs,103.1488016
01/08/2022,output,wool_clip,42.82352941
01/08/2022,input,all_agricultural_inputs,166.2107915
01/08/2022,input,all_goods_and_services_currently_consumed_in_agriculture,173.15574
01/08/2022,input,seeds_input,123.7598606
01/08/2022,input,energy_and_lubricants,204.9314565
01/08/2022,input,electricity,204.0771289
01/08/2022,input,fuels_for_heating,187.4
01/08/2022,input,motor_fuels,207.5014201
01/08/2022,input,fertilisers_and_soil_improvers,296.362413
01/08/2022,input,straight_fertilisers,306.9980804
01/08/2022,input,straight_fertilisers_nitrogenous,308.0286243
01/08/2022,input,straight_fertilisers_phosphatic,298.3864143
01/08/2022,input,straight_fertilisers_potassic,298.2735346
01/08/2022,input,compound_fertilisers,299.1910956
01/08/2022,input,other_fertilisers_and_soil_improvers,142
01/08/2022,input,plant_protection_products,162.0282411
01/08/2022,input,fungicides,159.7855228
01/08/2022,input,insecticides,152.6746087
01/08/2022,input,herbicides,178.1417801
01/08/2022,input,other_plant_protection_products,118.5890258
01/08/2022,input,veterinary_services,118.1447581
01/08/2022,input,animal_feedingstuffs,179.0443737
01/08/2022,input,straight_feedingstuffs,183.3244759
01/08/2022,input,cereal_and_milling_by_products,227.4097011
01/08/2022,input,feed_wheat,228.7308902
01/08/2022,input,feed_barley,218.6134007
01/08/2022,input,feed_oats,209.4405475
01/08/2022,input,oilcakes,163.9445568
01/08/2022,input,soya_bean_meal,165.8303199
01/08/2022,input,sunflower_seed_meal,96.98000851
01/08/2022,input,rape_seed_meal,168.6314393
01/08/2022,input,products_of_animal_origin_incl_white_fish_meal,132.4074074
01/08/2022,input,other_straights,174.7908503
01/08/2022,input,field_peas,172.0195147
01/08/2022,input,field_beans,168.6861587
01/08/2022,input,soya_beans,226.9625543
01/08/2022,input,compound_feedingstuffs,177.0908598
01/08/2022,input,compound_feedingstuffs_for_cattle_and_calves,173.5633122
01/08/2022,input,compound_feedingstuffs_for_pigs,170.1867115
01/08/2022,input,compound_feedingstuffs_for_poultry,182.7622878
01/08/2022,input,compound_feedingstuffs_for_sheep,183.9604126
01/08/2022,input,maintenance_of_materials,125.2547901
01/08/2022,input,maintenance_of_buildings,159.460135
01/08/2022,input,other_goods_and_services,122.7979765
01/08/2022,input,goods_and_services_contributing_to_investment,135.4100223
01/08/2022,input,materials,127.190134
01/08/2022,input,machinery_and_other_equipment,133.5619982
01/08/2022,input,plant_and_machinery_for_cultivation,142.6237706
01/08/2022,input,farm_machinery_and_installations,100.1392462
01/08/2022,input,transport_equipment,122.1792754
01/08/2022,input,tractors,121.7
01/08/2022,input,other_vehicles,123.5262878
01/08/2022,input,buildings,154.0922509
01/07/2022,output,all_agricultural_outputs,164.7962806
01/07/2022,output,crop_products,184.9049619
01/07/2022,output,cereals,236.7459352
01/07/2022,output,wheat,248.4315592
01/07/2022,output,wheat_feeding,256.3189913
01/07/2022,output,wheat_breadmaking,241.7127669
01/07/2022,output,wheat_other_milling,242.2533855
01/07/2022,output,barley,224.0194446
01/07/2022,output,barley_feeding,226.2863569
01/07/2022,output,barley_malting,221.7516791
01/07/2022,output,oats,189.9376724
01/07/2022,output,oats_milling,191.2742387
01/07/2022,output,oats_feeding,204.983722
01/07/2022,output,potatoes,138.1868325
01/07/2022,output,industrial_crops,233.9596836
01/07/2022,output,oilseed_rape_non_set_aside,256.496936
01/07/2022,output,sugar_beet,104.7964029
01/07/2022,output,forage_plants,143.835037
01/07/2022,output,straw,143.835037
01/07/2022,output,fresh_vegetables,153.4956895
01/07/2022,output,cauliflowers,158.8048197
01/07/2022,output,tomatoes,123.0593557
01/07/2022,output,cabbages,167.1844892
01/07/2022,output,lettuce,150.4054608
01/07/2022,output,carrots,150.8905878
01/07/2022,output,onions,153.1386804
01/07/2022,output,beans_green,251.0152821
01/07/2022,output,mushrooms,95.12748465
01/07/2022,output,fresh_fruit,158.8691309
01/07/2022,output,cooking_apples,374.3930012
01/07/2022,output,dessert_pears,105.3288556
01/07/2022,output,strawberries,171.8975614
01/07/2022,output,raspberries,94.82251112
01/07/2022,output,flowers_and_plants,111.456508
01/07/2022,output,other_crop_products,100
01/07/2022,output,animals_and_animal_products,149.4657151
01/07/2022,output,animals_for_slaughter_export,136.1073916
01/07/2022,output,cattle_and_calves,136.0740627
01/07/2022,output,cattle_clean,130.570964
01/07/2022,output,cows_and_bulls,166.8786511
01/07/2022,output,calves,101.7979806
01/07/2022,output,pigs,146.7706479
01/07/2022,output,pigs_clean,147.4936337
01/07/2022,output,sows_and_boars,114.011382
01/07/2022,output,sheep_and_lambs,158.3801124
01/07/2022,output,sheep_and_lambs_clean,159.6327653
01/07/2022,output,ewes_and_rams,147.6083917
01/07/2022,output,all_poultry,118.4179217
01/07/2022,output,chickens,118.5665602
01/07/2022,output,turkeys,120.6959524
01/07/2022,output,animal_products,174.1056251
01/07/2022,output,milk,188.2569384
01/07/2022,output,eggs,106.7160242
01/07/2022,output,intensive_eggs,112.0889036
01/07/2022,output,free_range_eggs,103.1488016
01/07/2022,output,wool_clip,42.82352941
01/07/2022,input,all_agricultural_inputs,167.4419028
01/07/2022,input,all_goods_and_services_currently_consumed_in_agriculture,174.5909029
01/07/2022,input,seeds_input,123.7598606
01/07/2022,input,energy_and_lubricants,217.4703688
01/07/2022,input,electricity,204.0771289
01/07/2022,input,fuels_for_heating,188.1
01/07/2022,input,motor_fuels,225.3339803
01/07/2022,input,fertilisers_and_soil_improvers,295.3035963
01/07/2022,input,straight_fertilisers,304.0937817
01/07/2022,input,straight_fertilisers_nitrogenous,304.4117643
01/07/2022,input,straight_fertilisers_phosphatic,309.0200445
01/07/2022,input,straight_fertilisers_potassic,296.7544001
01/07/2022,input,compound_fertilisers,301.6133449
01/07/2022,input,other_fertilisers_and_soil_improvers,140.3
01/07/2022,input,plant_protection_products,158.4668057
01/07/2022,input,fungicides,159.7855228
01/07/2022,input,insecticides,152.1139921
01/07/2022,input,herbicides,169.8107067
01/07/2022,input,other_plant_protection_products,118.5890258
01/07/2022,input,veterinary_services,117.7286106
01/07/2022,input,animal_feedingstuffs,180.7648572
01/07/2022,input,straight_feedingstuffs,188.8144974
01/07/2022,input,cereal_and_milling_by_products,252.3903117
01/07/2022,input,feed_wheat,256.4213918
01/07/2022,input,feed_barley,225.4548548
01/07/2022,input,feed_oats,205.4063302
01/07/2022,input,oilcakes,161.0826211
01/07/2022,input,soya_bean_meal,162.7260083
01/07/2022,input,sunflower_seed_meal,96.98000851
01/07/2022,input,rape_seed_meal,162.9007296
01/07/2022,input,products_of_animal_origin_incl_white_fish_meal,132.4074074
01/07/2022,input,other_straights,176.0967822
01/07/2022,input,field_peas,172.7268421
01/07/2022,input,field_beans,175.5776565
01/07/2022,input,soya_beans,223.5303663
01/07/2022,input,compound_feedingstuffs,177.0908598
01/07/2022,input,compound_feedingstuffs_for_cattle_and_calves,173.5633122
01/07/2022,input,compound_feedingstuffs_for_pigs,170.1867115
01/07/2022,input,compound_feedingstuffs_for_poultry,182.7622878
01/07/2022,input,compound_feedingstuffs_for_sheep,183.9604126
01/07/2022,input,maintenance_of_materials,124.9943324
01/07/2022,input,maintenance_of_buildings,161.7595601
01/07/2022,input,other_goods_and_services,122.4566639
01/07/2022,input,goods_and_services_contributing_to_investment,135.7361672
01/07/2022,input,materials,126.9442974
01/07/2022,input,machinery_and_other_equipment,133.4544881
01/07/2022,input,plant_and_machinery_for_cultivation,142.6237706
01/07/2022,input,farm_machinery_and_installations,99.63520416
01/07/2022,input,transport_equipment,121.8246585
01/07/2022,input,tractors,121.4
01/07/2022,input,other_vehicles,122.9952204
01/07/2022,input,buildings,155.7183999
01/06/2022,output,all_agricultural_outputs,165.7293571
01/06/2022,output,crop_products,190.3466818
01/06/2022,output,cereals,258.242895
01/06/2022,output,wheat,261.272579
01/06/2022,output,wheat_feeding,269.9838587
01/06/2022,output,wheat_breadmaking,240.7484587
01/06/2022,output,wheat_other_milling,259.9190746
01/06/2022,output,barley,244.8812295
01/06/2022,output,barley_feeding,273.5815397
01/06/2022,output,barley_malting,222.6131809
01/06/2022,output,oats,242.9371228
01/06/2022,output,oats_milling,243.7739214
01/06/2022,output,oats_feeding,257.1362522
01/06/2022,output,potatoes,138.1868325
01/06/2022,output,industrial_crops,258.4835956
01/06/2022,output,oilseed_rape_non_set_aside,314.2102405
01/06/2022,output,sugar_beet,104.7964029
01/06/2022,output,forage_plants,143.835037
01/06/2022,output,straw,143.835037
01/06/2022,output,fresh_vegetables,145.4389655
01/06/2022,output,cauliflowers,195.298507
01/06/2022,output,tomatoes,125.954378
01/06/2022,output,cabbages,177.5151802
01/06/2022,output,lettuce,150.1076191
01/06/2022,output,carrots,151.0511387
01/06/2022,output,onions,164.7059616
01/06/2022,output,beans_green,242.165272
01/06/2022,output,mushrooms,95.12748465
01/06/2022,output,fresh_fruit,155.5707966
01/06/2022,output,cooking_apples,333.3594896
01/06/2022,output,dessert_pears,105.3288556
01/06/2022,output,strawberries,153.328279
01/06/2022,output,raspberries,115.7584701
01/06/2022,output,flowers_and_plants,111.456508
01/06/2022,output,other_crop_products,100
01/06/2022,output,animals_and_animal_products,148.441076
01/06/2022,output,animals_for_slaughter_export,137.3455346
01/06/2022,output,cattle_and_calves,136.2379631
01/06/2022,output,cattle_clean,130.2318186
01/06/2022,output,cows_and_bulls,171.9811057
01/06/2022,output,calves,111.7596989
01/06/2022,output,pigs,140.6666156
01/06/2022,output,pigs_clean,141.2242613
01/06/2022,output,sows_and_boars,116.7543047
01/06/2022,output,sheep_and_lambs,173.5458065
01/06/2022,output,sheep_and_lambs_clean,174.39496
01/06/2022,output,ewes_and_rams,166.2498887
01/06/2022,output,all_poultry,117.6755791
01/06/2022,output,chickens,117.756705
01/06/2022,output,turkeys,120.6959524
01/06/2022,output,animal_products,164.8031168
01/06/2022,output,milk,176.1395859
01/06/2022,output,eggs,106.7244397
01/06/2022,output,intensive_eggs,112.4448404
01/06/2022,output,free_range_eggs,102.9305232
01/06/2022,output,wool_clip,42.82352941
01/06/2022,input,all_agricultural_inputs,164.4915406
01/06/2022,input,all_goods_and_services_currently_consumed_in_agriculture,171.0177337
01/06/2022,input,seeds_input,125.0763361
01/06/2022,input,energy_and_lubricants,209.4477458
01/06/2022,input,electricity,203.1502579
01/06/2022,input,fuels_for_heating,187.8
01/06/2022,input,motor_fuels,214.1805553
01/06/2022,input,fertilisers_and_soil_improvers,280.3128497
01/06/2022,input,straight_fertilisers,286.0646523
01/06/2022,input,straight_fertilisers_nitrogenous,285.3309424
01/06/2022,input,straight_fertilisers_phosphatic,308.1280624
01/06/2022,input,straight_fertilisers_potassic,282.5125141
01/06/2022,input,compound_fertilisers,289.856119
01/06/2022,input,other_fertilisers_and_soil_improvers,141.5
01/06/2022,input,plant_protection_products,158.8517726
01/06/2022,input,fungicides,159.7855228
01/06/2022,input,insecticides,152.1139921
01/06/2022,input,herbicides,170.7219179
01/06/2022,input,other_plant_protection_products,118.5890258
01/06/2022,input,veterinary_services,117.5932905
01/06/2022,input,animal_feedingstuffs,177.2177165
01/06/2022,input,straight_feedingstuffs,195.7068628
01/06/2022,input,cereal_and_milling_by_products,271.5027694
01/06/2022,input,feed_wheat,270.0917184
01/06/2022,input,feed_barley,281.3061711
01/06/2022,input,feed_oats,257.6663815
01/06/2022,input,oilcakes,161.8345661
01/06/2022,input,soya_bean_meal,162.0250348
01/06/2022,input,sunflower_seed_meal,96.98000851
01/06/2022,input,rape_seed_meal,170.7539244
01/06/2022,input,products_of_animal_origin_incl_white_fish_meal,129.0509259
01/06/2022,input,other_straights,181.1563394
01/06/2022,input,field_peas,183.5704249
01/06/2022,input,field_beans,185.8490989
01/06/2022,input,soya_beans,239.774433
01/06/2022,input,compound_feedingstuffs,168.7789449
01/06/2022,input,compound_feedingstuffs_for_cattle_and_calves,159.1665688
01/06/2022,input,compound_feedingstuffs_for_pigs,170.2195194
01/06/2022,input,compound_feedingstuffs_for_poultry,179.1528459
01/06/2022,input,compound_feedingstuffs_for_sheep,163.8188085
01/06/2022,input,maintenance_of_materials,124.670012
01/06/2022,input,maintenance_of_buildings,161.2596851
01/06/2022,input,other_goods_and_services,122.2706091
01/06/2022,input,goods_and_services_contributing_to_investment,135.5479469
01/06/2022,input,materials,126.8516727
01/06/2022,input,machinery_and_other_equipment,133.4558701
01/06/2022,input,plant_and_machinery_for_cultivation,142.6237706
01/06/2022,input,farm_machinery_and_installations,99.64168319
01/06/2022,input,transport_equipment,121.6581065
01/06/2022,input,tractors,121.4
01/06/2022,input,other_vehicles,122.1455125
01/06/2022,input,buildings,155.3129093
01/05/2022,output,all_agricultural_outputs,159.1175865
01/05/2022,output,crop_products,183.0173572
01/05/2022,output,cereals,244.5278458
01/05/2022,output,wheat,244.7477881
01/05/2022,output,wheat_feeding,253.7311469
01/05/2022,output,wheat_breadmaking,221.3265783
01/05/2022,output,wheat_other_milling,243.4702816
01/05/2022,output,barley,249.3085556
01/05/2022,output,barley_feeding,277.4434875
01/05/2022,output,barley_malting,221.126645
01/05/2022,output,oats,214.4137075
01/05/2022,output,oats_milling,215.8056931
01/05/2022,output,oats_feeding,227.9201814
01/05/2022,output,potatoes,138.1868325
01/05/2022,output,industrial_crops,257.3161417
01/05/2022,output,oilseed_rape_non_set_aside,310.999298
01/05/2022,output,sugar_beet,104.7964029
01/05/2022,output,forage_plants,143.835037
01/05/2022,output,straw,143.835037
01/05/2022,output,fresh_vegetables,125.6090445
01/05/2022,output,cauliflowers,112.0723214
01/05/2022,output,tomatoes,96.88667335
01/05/2022,output,cabbages,168.4825143
01/05/2022,output,lettuce,166.2835353
01/05/2022,output,carrots,124.9838747
01/05/2022,output,onions,150.6387958
01/05/2022,output,beans_green,197.1641106
01/05/2022,output,mushrooms,95.12748465
01/05/2022,output,fresh_fruit,169.5797381
01/05/2022,output,dessert_apples,142.6876634
01/05/2022,output,cooking_apples,337.1039672
01/05/2022,output,dessert_pears,121.1281839
01/05/2022,output,strawberries,127.0288061
01/05/2022,output,raspberries,154.0971907
01/05/2022,output,flowers_and_plants,111.456508
01/05/2022,output,other_crop_products,100
01/05/2022,output,animals_and_animal_products,143.9011456
01/05/2022,output,animals_for_slaughter_export,135.3264481
01/05/2022,output,cattle_and_calves,134.3149951
01/05/2022,output,cattle_clean,128.3294251
01/05/2022,output,cows_and_bulls,172.9099537
01/05/2022,output,calves,102.8959761
01/05/2022,output,pigs,133.8766904
01/05/2022,output,pigs_clean,133.9973849
01/05/2022,output,sows_and_boars,128.2801212
01/05/2022,output,sheep_and_lambs,172.3160891
01/05/2022,output,sheep_and_lambs_clean,172.8182095
01/05/2022,output,ewes_and_rams,168.0572774
01/05/2022,output,all_poultry,119.2326477
01/05/2022,output,chickens,119.5345639
01/05/2022,output,turkeys,120.6959524
01/05/2022,output,animal_products,156.3359591
01/05/2022,output,milk,164.7244547
01/05/2022,output,eggs,106.7244397
01/05/2022,output,intensive_eggs,112.4448404
01/05/2022,output,free_range_eggs,102.9305232
01/05/2022,output,wool_clip,42.82352941
01/05/2022,input,all_agricultural_inputs,162.9339127
01/05/2022,input,all_goods_and_services_currently_consumed_in_agriculture,169.3815872
01/05/2022,input,seeds_input,125.0763361
01/05/2022,input,energy_and_lubricants,198.7435271
01/05/2022,input,electricity,203.1502579
01/05/2022,input,fuels_for_heating,187.3
01/05/2022,input,motor_fuels,198.9443659
01/05/2022,input,fertilisers_and_soil_improvers,279.8905483
01/05/2022,input,straight_fertilisers,284.7418956
01/05/2022,input,straight_fertilisers_nitrogenous,285.7716356
01/05/2022,input,straight_fertilisers_phosphatic,294.8218263
01/05/2022,input,straight_fertilisers_potassic,264.5735508
01/05/2022,input,compound_fertilisers,291.0403297
01/05/2022,input,other_fertilisers_and_soil_improvers,141.4
01/05/2022,input,plant_protection_products,158.824275
01/05/2022,input,fungicides,159.7855228
01/05/2022,input,insecticides,152.1139921
01/05/2022,input,herbicides,170.6568314
01/05/2022,input,other_plant_protection_products,118.5890258
01/05/2022,input,veterinary_services,117.0039597
01/05/2022,input,animal_feedingstuffs,176.6582952
01/05/2022,input,straight_feedingstuffs,193.921763
01/05/2022,input,cereal_and_milling_by_products,256.6036271
01/05/2022,input,feed_wheat,253.8325136
01/05/2022,input,feed_barley,275.8690654
01/05/2022,input,feed_oats,228.390077
01/05/2022,input,oilcakes,165.5104936
01/05/2022,input,soya_bean_meal,159.054242
01/05/2022,input,sunflower_seed_meal,96.98000851
01/05/2022,input,rape_seed_meal,208.4015034
01/05/2022,input,products_of_animal_origin_incl_white_fish_meal,127.4074074
01/05/2022,input,other_straights,182.3591289
01/05/2022,input,field_peas,195.9044476
01/05/2022,input,field_beans,197.5323413
01/05/2022,input,soya_beans,225.1369224
01/05/2022,input,compound_feedingstuffs,168.7789449
01/05/2022,input,compound_feedingstuffs_for_cattle_and_calves,159.1665688
01/05/2022,input,compound_feedingstuffs_for_pigs,170.2195194
01/05/2022,input,compound_feedingstuffs_for_poultry,179.1528459
01/05/2022,input,compound_feedingstuffs_for_sheep,163.8188085
01/05/2022,input,maintenance_of_materials,123.9865933
01/05/2022,input,maintenance_of_buildings,157.7605599
01/05/2022,input,other_goods_and_services,121.6093262
01/05/2022,input,goods_and_services_contributing_to_investment,134.338548
01/05/2022,input,materials,126.8625807
01/05/2022,input,machinery_and_other_equipment,133.4544881
01/05/2022,input,plant_and_machinery_for_cultivation,142.6237706
01/05/2022,input,farm_machinery_and_installations,99.63520416
01/05/2022,input,transport_equipment,121.6786793
01/05/2022,input,tractors,121.1
01/05/2022,input,other_vehicles,123.6325013
01/05/2022,input,buildings,151.329987
01/04/2022,output,all_agricultural_outputs,151.8569834
01/04/2022,output,crop_products,178.374089
01/04/2022,output,cereals,225.3915525
01/04/2022,output,wheat,222.3426828
01/04/2022,output,wheat_feeding,230.3268922
01/04/2022,output,wheat_breadmaking,205.3904932
01/04/2022,output,wheat_other_milling,218.7184492
01/04/2022,output,barley,242.3125698
01/04/2022,output,barley_feeding,261.6254797
01/04/2022,output,barley_malting,221.2625285
01/04/2022,output,oats,208.3689656
01/04/2022,output,oats_milling,208.80452
01/04/2022,output,oats_feeding,217.9527071
01/04/2022,output,potatoes,138.1868325
01/04/2022,output,industrial_crops,209.7638828
01/04/2022,output,oilseed_rape_non_set_aside,279.7782607
01/04/2022,output,sugar_beet,104.7964029
01/04/2022,output,forage_plants,142.3673325
01/04/2022,output,straw,142.3673325
01/04/2022,output,fresh_vegetables,132.5989882
01/04/2022,output,cauliflowers,119.1325982
01/04/2022,output,tomatoes,191.202591
01/04/2022,output,cabbages,159.2217937
01/04/2022,output,lettuce,182.0021863
01/04/2022,output,carrots,120.4269115
01/04/2022,output,onions,132.4792595
01/04/2022,output,mushrooms,95.12748465
01/04/2022,output,fresh_fruit,274.8967393
01/04/2022,output,dessert_apples,156.0438203
01/04/2022,output,cooking_apples,314.3964425
01/04/2022,output,dessert_pears,173.3875007
01/04/2022,output,strawberries,293.9593981
01/04/2022,output,flowers_and_plants,111.456508
01/04/2022,output,other_crop_products,100
01/04/2022,output,animals_and_animal_products,138.6973602
01/04/2022,output,animals_for_slaughter_export,132.4145729
01/04/2022,output,cattle_and_calves,135.6225389
01/04/2022,output,cattle_clean,130.5444683
01/04/2022,output,cows_and_bulls,170.8153204
01/04/2022,output,calves,79.50794094
01/04/2022,output,pigs,125.2789144
01/04/2022,output,pigs_clean,125.0150841
01/04/2022,output,sows_and_boars,137.2846654
01/04/2022,output,sheep_and_lambs,159.7233917
01/04/2022,output,sheep_and_lambs_clean,158.4422657
01/04/2022,output,ewes_and_rams,170.5667097
01/04/2022,output,all_poultry,117.2632677
01/04/2022,output,chickens,117.2439012
01/04/2022,output,turkeys,120.6959524
01/04/2022,output,animal_products,149.9592502
01/04/2022,output,milk,157.0120638
01/04/2022,output,eggs,106.7244397
01/04/2022,output,intensive_eggs,112.4448404
01/04/2022,output,free_range_eggs,102.9305232
01/04/2022,output,wool_clip,42.82352941
01/04/2022,input,all_agricultural_inputs,161.340717
01/04/2022,input,all_goods_and_services_currently_consumed_in_agriculture,168.1846046
01/04/2022,input,seeds_input,125.0763361
01/04/2022,input,energy_and_lubricants,194.901864
01/04/2022,input,electricity,203.1502579
01/04/2022,input,fuels_for_heating,186.7
01/04/2022,input,motor_fuels,193.5317664
01/04/2022,input,fertilisers_and_soil_improvers,280.5791742
